workerid,block_number,predicate,crit_noun,noun,class,other_noun,wrongs,nounclass,speaker_order,qud,response_other,response,block,slide_number,language,enjoyment,gender,age,comments,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.time_in_minutes
1,"""1""","""rational""","""women""",NA,NA,"""men""",0,"""gender""","""female/male""","""who""",0.53,0.74,"""cover_stories""",5,"""English""","""2""","""Female""","""31""","""Yes""","""Yes""","""2""","""Windows""",768,1360,"""Chrome""","""3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""36U2DYYLU9W5MTQKCJZVRINHZTVDE6""","""Language study""","""A 5-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$1.00""","""Tue May 15 08:09:02 PDT 2018""","""160""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Thu Jun 14 08:09:02 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""3E13VNJ1NO667W15OJ5CFZNZ52T1IJ""",1,"""Submitted""","""Wed May 16 00:51:10 PDT 2018""","""Tue May 15 08:09:18 PDT 2018""","""Tue May 15 08:11:10 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""1.8270833333333334"""
1,"""1""","""competent""","""Republicans""",NA,NA,"""Democrats""",0,"""political_party""","""female/male""","""who""",0.5,0.79,"""cover_stories""",6,"""English""","""2""","""Female""","""31""","""Yes""","""Yes""","""2""","""Windows""",768,1360,"""Chrome""","""3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""36U2DYYLU9W5MTQKCJZVRINHZTVDE6""","""Language study""","""A 5-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$1.00""","""Tue May 15 08:09:02 PDT 2018""","""160""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Thu Jun 14 08:09:02 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""3E13VNJ1NO667W15OJ5CFZNZ52T1IJ""",1,"""Submitted""","""Wed May 16 00:51:10 PDT 2018""","""Tue May 15 08:09:18 PDT 2018""","""Tue May 15 08:11:10 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""1.8270833333333334"""
1,"""2""","""smart""",NA,"""Americans""","""NA""",NA,NA,NA,NA,NA,NA,0.53,"""priors""",8,"""English""","""2""","""Female""","""31""","""Yes""","""Yes""","""2""","""Windows""",768,1360,"""Chrome""","""3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""36U2DYYLU9W5MTQKCJZVRINHZTVDE6""","""Language study""","""A 5-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$1.00""","""Tue May 15 08:09:02 PDT 2018""","""160""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Thu Jun 14 08:09:02 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""3E13VNJ1NO667W15OJ5CFZNZ52T1IJ""",1,"""Submitted""","""Wed May 16 00:51:10 PDT 2018""","""Tue May 15 08:09:18 PDT 2018""","""Tue May 15 08:11:10 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""1.8270833333333334"""
1,"""2""","""competent""",NA,"""Democrats""","""NA""",NA,NA,NA,NA,NA,NA,0.72,"""priors""",9,"""English""","""2""","""Female""","""31""","""Yes""","""Yes""","""2""","""Windows""",768,1360,"""Chrome""","""3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""36U2DYYLU9W5MTQKCJZVRINHZTVDE6""","""Language study""","""A 5-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$1.00""","""Tue May 15 08:09:02 PDT 2018""","""160""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Thu Jun 14 08:09:02 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""3E13VNJ1NO667W15OJ5CFZNZ52T1IJ""",1,"""Submitted""","""Wed May 16 00:51:10 PDT 2018""","""Tue May 15 08:09:18 PDT 2018""","""Tue May 15 08:11:10 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""1.8270833333333334"""
1,"""2""","""polite""",NA,"""people in their 20&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.91,"""priors""",10,"""English""","""2""","""Female""","""31""","""Yes""","""Yes""","""2""","""Windows""",768,1360,"""Chrome""","""3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""36U2DYYLU9W5MTQKCJZVRINHZTVDE6""","""Language study""","""A 5-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$1.00""","""Tue May 15 08:09:02 PDT 2018""","""160""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Thu Jun 14 08:09:02 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""3E13VNJ1NO667W15OJ5CFZNZ52T1IJ""",1,"""Submitted""","""Wed May 16 00:51:10 PDT 2018""","""Tue May 15 08:09:18 PDT 2018""","""Tue May 15 08:11:10 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""1.8270833333333334"""
1,"""2""","""rational""",NA,"""men""","""NA""",NA,NA,NA,NA,NA,NA,0.11,"""priors""",11,"""English""","""2""","""Female""","""31""","""Yes""","""Yes""","""2""","""Windows""",768,1360,"""Chrome""","""3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""36U2DYYLU9W5MTQKCJZVRINHZTVDE6""","""Language study""","""A 5-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$1.00""","""Tue May 15 08:09:02 PDT 2018""","""160""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Thu Jun 14 08:09:02 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""3E13VNJ1NO667W15OJ5CFZNZ52T1IJ""",1,"""Submitted""","""Wed May 16 00:51:10 PDT 2018""","""Tue May 15 08:09:18 PDT 2018""","""Tue May 15 08:11:10 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""1.8270833333333334"""
1,"""2""","""competent""",NA,"""Republicans""","""NA""",NA,NA,NA,NA,NA,NA,0,"""priors""",12,"""English""","""2""","""Female""","""31""","""Yes""","""Yes""","""2""","""Windows""",768,1360,"""Chrome""","""3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""36U2DYYLU9W5MTQKCJZVRINHZTVDE6""","""Language study""","""A 5-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$1.00""","""Tue May 15 08:09:02 PDT 2018""","""160""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Thu Jun 14 08:09:02 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""3E13VNJ1NO667W15OJ5CFZNZ52T1IJ""",1,"""Submitted""","""Wed May 16 00:51:10 PDT 2018""","""Tue May 15 08:09:18 PDT 2018""","""Tue May 15 08:11:10 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""1.8270833333333334"""
1,"""2""","""polite""",NA,"""people in their 50&quotechars""","""NA""",NA,NA,NA,NA,NA,NA,0.27,"""priors""",13,"""English""","""2""","""Female""","""31""","""Yes""","""Yes""","""2""","""Windows""",768,1360,"""Chrome""","""3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""36U2DYYLU9W5MTQKCJZVRINHZTVDE6""","""Language study""","""A 5-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$1.00""","""Tue May 15 08:09:02 PDT 2018""","""160""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Thu Jun 14 08:09:02 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""3E13VNJ1NO667W15OJ5CFZNZ52T1IJ""",1,"""Submitted""","""Wed May 16 00:51:10 PDT 2018""","""Tue May 15 08:09:18 PDT 2018""","""Tue May 15 08:11:10 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""1.8270833333333334"""
1,"""2""","""smart""",NA,"""Europeans""","""NA""",NA,NA,NA,NA,NA,NA,0.52,"""priors""",14,"""English""","""2""","""Female""","""31""","""Yes""","""Yes""","""2""","""Windows""",768,1360,"""Chrome""","""3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""36U2DYYLU9W5MTQKCJZVRINHZTVDE6""","""Language study""","""A 5-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$1.00""","""Tue May 15 08:09:02 PDT 2018""","""160""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Thu Jun 14 08:09:02 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""3E13VNJ1NO667W15OJ5CFZNZ52T1IJ""",1,"""Submitted""","""Wed May 16 00:51:10 PDT 2018""","""Tue May 15 08:09:18 PDT 2018""","""Tue May 15 08:11:10 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""1.8270833333333334"""
1,"""2""","""rational""",NA,"""women""","""NA""",NA,NA,NA,NA,NA,NA,0.74,"""priors""",15,"""English""","""2""","""Female""","""31""","""Yes""","""Yes""","""2""","""Windows""",768,1360,"""Chrome""","""3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""36U2DYYLU9W5MTQKCJZVRINHZTVDE6""","""Language study""","""A 5-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$1.00""","""Tue May 15 08:09:02 PDT 2018""","""160""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Thu Jun 14 08:09:02 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""3E13VNJ1NO667W15OJ5CFZNZ52T1IJ""",1,"""Submitted""","""Wed May 16 00:51:10 PDT 2018""","""Tue May 15 08:09:18 PDT 2018""","""Tue May 15 08:11:10 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""1.8270833333333334"""
2,"""1""","""smart""","""Europeans""",NA,NA,"""Americans""",0,"""nationality""","""female/male""","""are""",0.36,0.61,"""cover_stories""",3,"""english""","""2""","""Male""","""26""","""yes""","""Yes""","""2""","""Windows""",1080,1920,"""Chrome""","""3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""36U2DYYLU9W5MTQKCJZVRINHZTVDE6""","""Language study""","""A 5-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$1.00""","""Tue May 15 08:09:02 PDT 2018""","""160""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Thu Jun 14 08:09:02 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3UAU495MII3TPV5CY0NZLESUZ4QOUF""","""3YMU66OBIOJ3FGGO0K8UMAQQ7EXGH5""",2,"""Submitted""","""Wed May 16 00:51:21 PDT 2018""","""Tue May 15 08:09:14 PDT 2018""","""Tue May 15 08:11:21 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""1.3853"""
