workerid,scenario,response,block,language,enjoyment,gender,age,comments,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid.1,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.time_in_minutes
0,"""sing a ballad at karaoke""",0.18,"""stim_norming""","""English""","""2""","""Male""","""42""","""Yes.""","""Yes""","""3""","""Windows""",1080,1920,"""Chrome""","""3AC6MFV69KT0JDDZ0ARHIXA8R4UHZM""","""3J3XIOMSTSMN3ERCWQ1RXQ1QXXE0IU""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.70""","""Fri Aug 31 11:34:08 PDT 2018""","""6""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Sep 30 11:34:08 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3AC6MFV69KT0JDDZ0ARHIXA8R4UHZM""","""3PWWM24LHT9K7B7OY1TZ7T3Q2UI82N""",0,"""Submitted""","""Sat Sep 01 04:22:21 PDT 2018""","""Fri Aug 31 11:34:17 PDT 2018""","""Fri Aug 31 11:42:21 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""4.459366666666667"""
0,"""play Twister at game night""",0.85,"""stim_norming""","""English""","""2""","""Male""","""42""","""Yes.""","""Yes""","""3""","""Windows""",1080,1920,"""Chrome""","""3AC6MFV69KT0JDDZ0ARHIXA8R4UHZM""","""3J3XIOMSTSMN3ERCWQ1RXQ1QXXE0IU""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.70""","""Fri Aug 31 11:34:08 PDT 2018""","""6""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Sep 30 11:34:08 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3AC6MFV69KT0JDDZ0ARHIXA8R4UHZM""","""3PWWM24LHT9K7B7OY1TZ7T3Q2UI82N""",0,"""Submitted""","""Sat Sep 01 04:22:21 PDT 2018""","""Fri Aug 31 11:34:17 PDT 2018""","""Fri Aug 31 11:42:21 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""4.459366666666667"""
0,"""get a succulent to decorate one&quotechars bedroom""",0.87,"""stim_norming""","""English""","""2""","""Male""","""42""","""Yes.""","""Yes""","""3""","""Windows""",1080,1920,"""Chrome""","""3AC6MFV69KT0JDDZ0ARHIXA8R4UHZM""","""3J3XIOMSTSMN3ERCWQ1RXQ1QXXE0IU""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.70""","""Fri Aug 31 11:34:08 PDT 2018""","""6""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Sep 30 11:34:08 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3AC6MFV69KT0JDDZ0ARHIXA8R4UHZM""","""3PWWM24LHT9K7B7OY1TZ7T3Q2UI82N""",0,"""Submitted""","""Sat Sep 01 04:22:21 PDT 2018""","""Fri Aug 31 11:34:17 PDT 2018""","""Fri Aug 31 11:42:21 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""4.459366666666667"""
0,"""die in Chicago""",0.01,"""stim_norming""","""English""","""2""","""Male""","""42""","""Yes.""","""Yes""","""3""","""Windows""",1080,1920,"""Chrome""","""3AC6MFV69KT0JDDZ0ARHIXA8R4UHZM""","""3J3XIOMSTSMN3ERCWQ1RXQ1QXXE0IU""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.70""","""Fri Aug 31 11:34:08 PDT 2018""","""6""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Sep 30 11:34:08 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3AC6MFV69KT0JDDZ0ARHIXA8R4UHZM""","""3PWWM24LHT9K7B7OY1TZ7T3Q2UI82N""",0,"""Submitted""","""Sat Sep 01 04:22:21 PDT 2018""","""Fri Aug 31 11:34:17 PDT 2018""","""Fri Aug 31 11:42:21 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""4.459366666666667"""
0,"""drive a car by turning it on""",0.9,"""stim_norming""","""English""","""2""","""Male""","""42""","""Yes.""","""Yes""","""3""","""Windows""",1080,1920,"""Chrome""","""3AC6MFV69KT0JDDZ0ARHIXA8R4UHZM""","""3J3XIOMSTSMN3ERCWQ1RXQ1QXXE0IU""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.70""","""Fri Aug 31 11:34:08 PDT 2018""","""6""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Sep 30 11:34:08 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3AC6MFV69KT0JDDZ0ARHIXA8R4UHZM""","""3PWWM24LHT9K7B7OY1TZ7T3Q2UI82N""",0,"""Submitted""","""Sat Sep 01 04:22:21 PDT 2018""","""Fri Aug 31 11:34:17 PDT 2018""","""Fri Aug 31 11:42:21 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""4.459366666666667"""
0,"""purchase tulips as a housewarming gift""",0.89,"""stim_norming""","""English""","""2""","""Male""","""42""","""Yes.""","""Yes""","""3""","""Windows""",1080,1920,"""Chrome""","""3AC6MFV69KT0JDDZ0ARHIXA8R4UHZM""","""3J3XIOMSTSMN3ERCWQ1RXQ1QXXE0IU""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.70""","""Fri Aug 31 11:34:08 PDT 2018""","""6""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Sep 30 11:34:08 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3AC6MFV69KT0JDDZ0ARHIXA8R4UHZM""","""3PWWM24LHT9K7B7OY1TZ7T3Q2UI82N""",0,"""Submitted""","""Sat Sep 01 04:22:21 PDT 2018""","""Fri Aug 31 11:34:17 PDT 2018""","""Fri Aug 31 11:42:21 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""4.459366666666667"""
0,"""have ice cream for dessert""",0.92,"""stim_norming""","""English""","""2""","""Male""","""42""","""Yes.""","""Yes""","""3""","""Windows""",1080,1920,"""Chrome""","""3AC6MFV69KT0JDDZ0ARHIXA8R4UHZM""","""3J3XIOMSTSMN3ERCWQ1RXQ1QXXE0IU""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.70""","""Fri Aug 31 11:34:08 PDT 2018""","""6""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Sep 30 11:34:08 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3AC6MFV69KT0JDDZ0ARHIXA8R4UHZM""","""3PWWM24LHT9K7B7OY1TZ7T3Q2UI82N""",0,"""Submitted""","""Sat Sep 01 04:22:21 PDT 2018""","""Fri Aug 31 11:34:17 PDT 2018""","""Fri Aug 31 11:42:21 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""4.459366666666667"""
0,"""add kale to a breakfast smoothie""",0.89,"""stim_norming""","""English""","""2""","""Male""","""42""","""Yes.""","""Yes""","""3""","""Windows""",1080,1920,"""Chrome""","""3AC6MFV69KT0JDDZ0ARHIXA8R4UHZM""","""3J3XIOMSTSMN3ERCWQ1RXQ1QXXE0IU""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.70""","""Fri Aug 31 11:34:08 PDT 2018""","""6""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Sep 30 11:34:08 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3AC6MFV69KT0JDDZ0ARHIXA8R4UHZM""","""3PWWM24LHT9K7B7OY1TZ7T3Q2UI82N""",0,"""Submitted""","""Sat Sep 01 04:22:21 PDT 2018""","""Fri Aug 31 11:34:17 PDT 2018""","""Fri Aug 31 11:42:21 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""4.459366666666667"""
0,"""get a lipstick at Sephora""",0.89,"""stim_norming""","""English""","""2""","""Male""","""42""","""Yes.""","""Yes""","""3""","""Windows""",1080,1920,"""Chrome""","""3AC6MFV69KT0JDDZ0ARHIXA8R4UHZM""","""3J3XIOMSTSMN3ERCWQ1RXQ1QXXE0IU""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.70""","""Fri Aug 31 11:34:08 PDT 2018""","""6""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Sep 30 11:34:08 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3AC6MFV69KT0JDDZ0ARHIXA8R4UHZM""","""3PWWM24LHT9K7B7OY1TZ7T3Q2UI82N""",0,"""Submitted""","""Sat Sep 01 04:22:21 PDT 2018""","""Fri Aug 31 11:34:17 PDT 2018""","""Fri Aug 31 11:42:21 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""4.459366666666667"""
0,"""eat a salad for dinner""",0.85,"""stim_norming""","""English""","""2""","""Male""","""42""","""Yes.""","""Yes""","""3""","""Windows""",1080,1920,"""Chrome""","""3AC6MFV69KT0JDDZ0ARHIXA8R4UHZM""","""3J3XIOMSTSMN3ERCWQ1RXQ1QXXE0IU""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.70""","""Fri Aug 31 11:34:08 PDT 2018""","""6""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sun Sep 30 11:34:08 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3AC6MFV69KT0JDDZ0ARHIXA8R4UHZM""","""3PWWM24LHT9K7B7OY1TZ7T3Q2UI82N""",0,"""Submitted""","""Sat Sep 01 04:22:21 PDT 2018""","""Fri Aug 31 11:34:17 PDT 2018""","""Fri Aug 31 11:42:21 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""4.459366666666667"""
