workerid,scenario,response,block,language,enjoyment,gender,age,comments,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.time_in_minutes
0,"""speak to one&quotechars partner over the phone""",0,"""stim_norming""","""English""","""1""","""Male""","""28""","""Yes""","""Yes""","""3""","""Windows""",1080,2560,"""Chrome""","""38O9DZ0A62YUGDQ6FKRZYVBBXF362M""","""3NQ8A4S0YCA7AUWBUPS20NBLO6J060""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.50""","""Thu Aug 30 11:33:52 PDT 2018""","""25""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Sep 29 11:33:52 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=38O9DZ0A62YUGDQ6FKRZYVBBXF362M""","""3IAEQB9FMFVI0M1MTTTMHSXGHNTDWP""",0,"""Submitted""","""Fri Aug 31 04:16:16 PDT 2018""","""Thu Aug 30 11:34:17 PDT 2018""","""Thu Aug 30 11:36:16 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""1.4772"""
0,"""plant tomatoes in the yard""",1,"""stim_norming""","""English""","""1""","""Male""","""28""","""Yes""","""Yes""","""3""","""Windows""",1080,2560,"""Chrome""","""38O9DZ0A62YUGDQ6FKRZYVBBXF362M""","""3NQ8A4S0YCA7AUWBUPS20NBLO6J060""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.50""","""Thu Aug 30 11:33:52 PDT 2018""","""25""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Sep 29 11:33:52 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=38O9DZ0A62YUGDQ6FKRZYVBBXF362M""","""3IAEQB9FMFVI0M1MTTTMHSXGHNTDWP""",0,"""Submitted""","""Fri Aug 31 04:16:16 PDT 2018""","""Thu Aug 30 11:34:17 PDT 2018""","""Thu Aug 30 11:36:16 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""1.4772"""
0,"""eat cereal for breakfast""",0,"""stim_norming""","""English""","""1""","""Male""","""28""","""Yes""","""Yes""","""3""","""Windows""",1080,2560,"""Chrome""","""38O9DZ0A62YUGDQ6FKRZYVBBXF362M""","""3NQ8A4S0YCA7AUWBUPS20NBLO6J060""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.50""","""Thu Aug 30 11:33:52 PDT 2018""","""25""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Sep 29 11:33:52 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=38O9DZ0A62YUGDQ6FKRZYVBBXF362M""","""3IAEQB9FMFVI0M1MTTTMHSXGHNTDWP""",0,"""Submitted""","""Fri Aug 31 04:16:16 PDT 2018""","""Thu Aug 30 11:34:17 PDT 2018""","""Thu Aug 30 11:36:16 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""1.4772"""
0,"""get a succulent to decorate one&quotechars bedroom""",1,"""stim_norming""","""English""","""1""","""Male""","""28""","""Yes""","""Yes""","""3""","""Windows""",1080,2560,"""Chrome""","""38O9DZ0A62YUGDQ6FKRZYVBBXF362M""","""3NQ8A4S0YCA7AUWBUPS20NBLO6J060""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.50""","""Thu Aug 30 11:33:52 PDT 2018""","""25""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Sep 29 11:33:52 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=38O9DZ0A62YUGDQ6FKRZYVBBXF362M""","""3IAEQB9FMFVI0M1MTTTMHSXGHNTDWP""",0,"""Submitted""","""Fri Aug 31 04:16:16 PDT 2018""","""Thu Aug 30 11:34:17 PDT 2018""","""Thu Aug 30 11:36:16 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""1.4772"""
0,"""get a lipstick at Sephora""",0.55,"""stim_norming""","""English""","""1""","""Male""","""28""","""Yes""","""Yes""","""3""","""Windows""",1080,2560,"""Chrome""","""38O9DZ0A62YUGDQ6FKRZYVBBXF362M""","""3NQ8A4S0YCA7AUWBUPS20NBLO6J060""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.50""","""Thu Aug 30 11:33:52 PDT 2018""","""25""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Sep 29 11:33:52 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=38O9DZ0A62YUGDQ6FKRZYVBBXF362M""","""3IAEQB9FMFVI0M1MTTTMHSXGHNTDWP""",0,"""Submitted""","""Fri Aug 31 04:16:16 PDT 2018""","""Thu Aug 30 11:34:17 PDT 2018""","""Thu Aug 30 11:36:16 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""1.4772"""
0,"""purchase tulips as a housewarming gift""",0.48,"""stim_norming""","""English""","""1""","""Male""","""28""","""Yes""","""Yes""","""3""","""Windows""",1080,2560,"""Chrome""","""38O9DZ0A62YUGDQ6FKRZYVBBXF362M""","""3NQ8A4S0YCA7AUWBUPS20NBLO6J060""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.50""","""Thu Aug 30 11:33:52 PDT 2018""","""25""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Sep 29 11:33:52 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=38O9DZ0A62YUGDQ6FKRZYVBBXF362M""","""3IAEQB9FMFVI0M1MTTTMHSXGHNTDWP""",0,"""Submitted""","""Fri Aug 31 04:16:16 PDT 2018""","""Thu Aug 30 11:34:17 PDT 2018""","""Thu Aug 30 11:36:16 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""1.4772"""
0,"""watch Bob&quotechars Burgers on television""",0.43,"""stim_norming""","""English""","""1""","""Male""","""28""","""Yes""","""Yes""","""3""","""Windows""",1080,2560,"""Chrome""","""38O9DZ0A62YUGDQ6FKRZYVBBXF362M""","""3NQ8A4S0YCA7AUWBUPS20NBLO6J060""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.50""","""Thu Aug 30 11:33:52 PDT 2018""","""25""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Sep 29 11:33:52 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=38O9DZ0A62YUGDQ6FKRZYVBBXF362M""","""3IAEQB9FMFVI0M1MTTTMHSXGHNTDWP""",0,"""Submitted""","""Fri Aug 31 04:16:16 PDT 2018""","""Thu Aug 30 11:34:17 PDT 2018""","""Thu Aug 30 11:36:16 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""1.4772"""
0,"""go to the gym after work""",0.74,"""stim_norming""","""English""","""1""","""Male""","""28""","""Yes""","""Yes""","""3""","""Windows""",1080,2560,"""Chrome""","""38O9DZ0A62YUGDQ6FKRZYVBBXF362M""","""3NQ8A4S0YCA7AUWBUPS20NBLO6J060""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.50""","""Thu Aug 30 11:33:52 PDT 2018""","""25""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Sep 29 11:33:52 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=38O9DZ0A62YUGDQ6FKRZYVBBXF362M""","""3IAEQB9FMFVI0M1MTTTMHSXGHNTDWP""",0,"""Submitted""","""Fri Aug 31 04:16:16 PDT 2018""","""Thu Aug 30 11:34:17 PDT 2018""","""Thu Aug 30 11:36:16 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""1.4772"""
0,"""grab a coffee at the gas station""",0.48,"""stim_norming""","""English""","""1""","""Male""","""28""","""Yes""","""Yes""","""3""","""Windows""",1080,2560,"""Chrome""","""38O9DZ0A62YUGDQ6FKRZYVBBXF362M""","""3NQ8A4S0YCA7AUWBUPS20NBLO6J060""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.50""","""Thu Aug 30 11:33:52 PDT 2018""","""25""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Sep 29 11:33:52 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=38O9DZ0A62YUGDQ6FKRZYVBBXF362M""","""3IAEQB9FMFVI0M1MTTTMHSXGHNTDWP""",0,"""Submitted""","""Fri Aug 31 04:16:16 PDT 2018""","""Thu Aug 30 11:34:17 PDT 2018""","""Thu Aug 30 11:36:16 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""1.4772"""
0,"""buy a necklace as a Mother&quotechars Day gift""",0.44,"""stim_norming""","""English""","""1""","""Male""","""28""","""Yes""","""Yes""","""3""","""Windows""",1080,2560,"""Chrome""","""38O9DZ0A62YUGDQ6FKRZYVBBXF362M""","""3NQ8A4S0YCA7AUWBUPS20NBLO6J060""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.50""","""Thu Aug 30 11:33:52 PDT 2018""","""25""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Sep 29 11:33:52 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=38O9DZ0A62YUGDQ6FKRZYVBBXF362M""","""3IAEQB9FMFVI0M1MTTTMHSXGHNTDWP""",0,"""Submitted""","""Fri Aug 31 04:16:16 PDT 2018""","""Thu Aug 30 11:34:17 PDT 2018""","""Thu Aug 30 11:36:16 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""1.4772"""
0,"""have ice cream for dessert""",0,"""stim_norming""","""English""","""1""","""Male""","""28""","""Yes""","""Yes""","""3""","""Windows""",1080,2560,"""Chrome""","""38O9DZ0A62YUGDQ6FKRZYVBBXF362M""","""3NQ8A4S0YCA7AUWBUPS20NBLO6J060""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.50""","""Thu Aug 30 11:33:52 PDT 2018""","""25""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Sep 29 11:33:52 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=38O9DZ0A62YUGDQ6FKRZYVBBXF362M""","""3IAEQB9FMFVI0M1MTTTMHSXGHNTDWP""",0,"""Submitted""","""Fri Aug 31 04:16:16 PDT 2018""","""Thu Aug 30 11:34:17 PDT 2018""","""Thu Aug 30 11:36:16 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""1.4772"""
0,"""give a perfume as a birthday gift""",0.48,"""stim_norming""","""English""","""1""","""Male""","""28""","""Yes""","""Yes""","""3""","""Windows""",1080,2560,"""Chrome""","""38O9DZ0A62YUGDQ6FKRZYVBBXF362M""","""3NQ8A4S0YCA7AUWBUPS20NBLO6J060""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.50""","""Thu Aug 30 11:33:52 PDT 2018""","""25""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Sep 29 11:33:52 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=38O9DZ0A62YUGDQ6FKRZYVBBXF362M""","""3IAEQB9FMFVI0M1MTTTMHSXGHNTDWP""",0,"""Submitted""","""Fri Aug 31 04:16:16 PDT 2018""","""Thu Aug 30 11:34:17 PDT 2018""","""Thu Aug 30 11:36:16 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""1.4772"""
0,"""travel to San Francisco""",0,"""stim_norming""","""English""","""1""","""Male""","""28""","""Yes""","""Yes""","""3""","""Windows""",1080,2560,"""Chrome""","""38O9DZ0A62YUGDQ6FKRZYVBBXF362M""","""3NQ8A4S0YCA7AUWBUPS20NBLO6J060""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.50""","""Thu Aug 30 11:33:52 PDT 2018""","""25""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Sep 29 11:33:52 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=38O9DZ0A62YUGDQ6FKRZYVBBXF362M""","""3IAEQB9FMFVI0M1MTTTMHSXGHNTDWP""",0,"""Submitted""","""Fri Aug 31 04:16:16 PDT 2018""","""Thu Aug 30 11:34:17 PDT 2018""","""Thu Aug 30 11:36:16 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""1.4772"""
0,"""put bell peppers on a pizza""",0.78,"""stim_norming""","""English""","""1""","""Male""","""28""","""Yes""","""Yes""","""3""","""Windows""",1080,2560,"""Chrome""","""38O9DZ0A62YUGDQ6FKRZYVBBXF362M""","""3NQ8A4S0YCA7AUWBUPS20NBLO6J060""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.50""","""Thu Aug 30 11:33:52 PDT 2018""","""25""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Sep 29 11:33:52 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=38O9DZ0A62YUGDQ6FKRZYVBBXF362M""","""3IAEQB9FMFVI0M1MTTTMHSXGHNTDWP""",0,"""Submitted""","""Fri Aug 31 04:16:16 PDT 2018""","""Thu Aug 30 11:34:17 PDT 2018""","""Thu Aug 30 11:36:16 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""1.4772"""
0,"""send a fruit basket as an engagement gift""",0.42,"""stim_norming""","""English""","""1""","""Male""","""28""","""Yes""","""Yes""","""3""","""Windows""",1080,2560,"""Chrome""","""38O9DZ0A62YUGDQ6FKRZYVBBXF362M""","""3NQ8A4S0YCA7AUWBUPS20NBLO6J060""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.50""","""Thu Aug 30 11:33:52 PDT 2018""","""25""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Sep 29 11:33:52 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=38O9DZ0A62YUGDQ6FKRZYVBBXF362M""","""3IAEQB9FMFVI0M1MTTTMHSXGHNTDWP""",0,"""Submitted""","""Fri Aug 31 04:16:16 PDT 2018""","""Thu Aug 30 11:34:17 PDT 2018""","""Thu Aug 30 11:36:16 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""1.4772"""
1,"""give a perfume as a birthday gift""",0,"""stim_norming""","""English""","""2""","""Female""","""35""","""Yes""","""Yes""","""3""","""Windows""",900,1600,"""Chrome""","""38O9DZ0A62YUGDQ6FKRZYVBBXF362M""","""3NQ8A4S0YCA7AUWBUPS20NBLO6J060""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.50""","""Thu Aug 30 11:33:52 PDT 2018""","""25""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Sep 29 11:33:52 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=38O9DZ0A62YUGDQ6FKRZYVBBXF362M""","""3Z4XG4ZF492L8RALMQESXJXMFY28X7""",1,"""Submitted""","""Fri Aug 31 04:16:31 PDT 2018""","""Thu Aug 30 11:34:13 PDT 2018""","""Thu Aug 30 11:36:31 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""1.7310166666666666"""
1,"""have ice cream for dessert""",0.04,"""stim_norming""","""English""","""2""","""Female""","""35""","""Yes""","""Yes""","""3""","""Windows""",900,1600,"""Chrome""","""38O9DZ0A62YUGDQ6FKRZYVBBXF362M""","""3NQ8A4S0YCA7AUWBUPS20NBLO6J060""","""Language study""","""A 3-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$0.50""","""Thu Aug 30 11:33:52 PDT 2018""","""25""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""1800""","""60000""","""Sat Sep 29 11:33:52 PDT 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=38O9DZ0A62YUGDQ6FKRZYVBBXF362M""","""3Z4XG4ZF492L8RALMQESXJXMFY28X7""",1,"""Submitted""","""Fri Aug 31 04:16:31 PDT 2018""","""Thu Aug 30 11:34:13 PDT 2018""","""Thu Aug 30 11:36:31 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""1.7310166666666666"""
